"Time","accesslab"
2021-05-27 16:56:00,369325498368
2021-05-27 17:00:00,380257894400
2021-05-27 17:04:00,394936172544
2021-05-27 17:08:00,400822632448
2021-05-27 17:12:00,391871946752
2021-05-27 17:16:00,383175290880
2021-05-27 17:20:00,394455388160
2021-05-27 17:24:00,406048288768
2021-05-27 17:28:00,397680095232
2021-05-27 17:32:00,388790116352
2021-05-27 17:36:00,380975267840
2021-05-27 17:40:00,371441356800
2021-05-27 17:44:00,376627564544
2021-05-27 17:48:00,382942793728
2021-05-27 17:52:00,390123991040
2021-05-27 17:56:00,397330563072
2021-05-27 18:00:00,402822672384
2021-05-27 18:04:00,402989072384
2021-05-27 18:08:00,390825709568
2021-05-27 18:12:00,394947559424
2021-05-27 18:16:00,405755633664
2021-05-27 18:20:00,371127881728
2021-05-27 18:24:00,388852486144
2021-05-27 18:28:00,390794911744
2021-05-27 18:32:00,382417969152
2021-05-27 18:36:00,395583373312
2021-05-27 18:40:00,394566356992
2021-05-27 18:44:00,409851076608
2021-05-27 18:48:00,396125110272
2021-05-27 18:52:00,394021564416
2021-05-27 18:56:00,392070529024
2021-05-27 19:00:00,389800386560
2021-05-27 19:04:00,368635768832
2021-05-27 19:08:00,380095479808
2021-05-27 19:12:00,387567689728
2021-05-27 19:16:00,399346618368
2021-05-27 19:20:00,409294426112
2021-05-27 19:24:00,383632711680
2021-05-27 19:28:00,377793425408
2021-05-27 19:32:00,383234379776
2021-05-27 19:36:00,394715013120
2021-05-27 19:40:00,410178015232
2021-05-27 19:44:00,402022088704
2021-05-27 19:48:00,375111352320
2021-05-27 19:52:00,379807305728
2021-05-27 19:56:00,383665135616
2021-05-27 20:00:00,388735508480
2021-05-27 20:04:00,388463665152
2021-05-27 20:08:00,402831794176
2021-05-27 20:12:00,396950294528
2021-05-27 20:16:00,391365083136
2021-05-27 20:20:00,393511239680
2021-05-27 20:24:00,392985292800
2021-05-27 20:28:00,394269384704
2021-05-27 20:32:00,384423186432
2021-05-27 20:36:00,384058052608
2021-05-27 20:40:00,381590745088
2021-05-27 20:44:00,389241843712
2021-05-27 20:48:00,393951469568
2021-05-27 20:52:00,389620948992
2021-05-27 20:56:00,388359036928
2021-05-27 21:00:00,390832734208
2021-05-27 21:04:00,403747287040
2021-05-27 21:08:00,388157157376
2021-05-27 21:12:00,402065608704
2021-05-27 21:16:00,373815836672
2021-05-27 21:20:00,386314498048
2021-05-27 21:24:00,402240143360
2021-05-27 21:28:00,403900153856
2021-05-27 21:32:00,367667712000
2021-05-27 21:36:00,370872967168
2021-05-27 21:40:00,382884433920
2021-05-27 21:44:00,395491401728
2021-05-27 21:48:00,396809691136
2021-05-27 21:52:00,401215774720
2021-05-27 21:56:00,407213207552
2021-05-27 22:00:00,402877243392
2021-05-27 22:04:00,382641471488
2021-05-27 22:08:00,383795310592
2021-05-27 22:12:00,372693831680
2021-05-27 22:16:00,384779235328
2021-05-27 22:20:00,390999621632
2021-05-27 22:24:00,389143572480
2021-05-27 22:28:00,386526334976
2021-05-27 22:32:00,392568975360
2021-05-27 22:36:00,393710247936
2021-05-27 22:40:00,400874086400
2021-05-27 22:44:00,410818359296
2021-05-27 22:48:00,391240822784
2021-05-27 22:52:00,381415591936
2021-05-27 22:56:00,375996620800
2021-05-27 23:00:00,380997341184
2021-05-27 23:04:00,387947458560
2021-05-27 23:08:00,384741187584
2021-05-27 23:12:00,398045777920
2021-05-27 23:16:00,387983331328
2021-05-27 23:20:00,396345724928
2021-05-27 23:24:00,399477800960
2021-05-27 23:28:00,411098931200
2021-05-27 23:32:00,395407491072
2021-05-27 23:36:00,384386674688
2021-05-27 23:40:00,373951758336
2021-05-27 23:44:00,371297001472
2021-05-27 23:48:00,382231117824
2021-05-27 23:52:00,388337467392
2021-05-27 23:56:00,396041371648
2021-05-28 00:00:00,394579120128
2021-05-28 00:04:00,406702071808
2021-05-28 00:08:00,407820034048
2021-05-28 00:12:00,411919659008
2021-05-28 00:16:00,367211339776
2021-05-28 00:20:00,365252829184
2021-05-28 00:24:00,377007128576
2021-05-28 00:28:00,390768005120
2021-05-28 00:32:00,398362812416
2021-05-28 00:36:00,388441440256
2021-05-28 00:40:00,385935986688
2021-05-28 00:44:00,380003901440
2021-05-28 00:48:00,393656573952
2021-05-28 00:52:00,402305290240
2021-05-28 00:56:00,390818017280
2021-05-28 01:00:00,368074543104
2021-05-28 01:04:00,361670524928
2021-05-28 01:08:00,374680133632
2021-05-28 01:12:00,370335444992
2021-05-28 01:16:00,373851111424
2021-05-28 01:20:00,380085678080
2021-05-28 01:24:00,388768989184
2021-05-28 01:28:00,389616250880
2021-05-28 01:32:00,385186869248
2021-05-28 01:36:00,380487774208
2021-05-28 01:40:00,386200313856
2021-05-28 01:44:00,369370181632
2021-05-28 01:48:00,364322574336
2021-05-28 01:52:00,371081314304
2021-05-28 01:56:00,368646901760
2021-05-28 02:00:00,381080846336
2021-05-28 02:04:00,380772040704
2021-05-28 02:08:00,386961907712
2021-05-28 02:12:00,393703981056
2021-05-28 02:16:00,404845400064
2021-05-28 02:20:00,380358520832
2021-05-28 02:24:00,376051560448
2021-05-28 02:28:00,356239314944
2021-05-28 02:32:00,367172526080
2021-05-28 02:36:00,373390782464
2021-05-28 02:40:00,388066832384
2021-05-28 02:44:00,380043599872
2021-05-28 02:48:00,379169755136
2021-05-28 02:52:00,383160168448
2021-05-28 02:56:00,387426623488
2021-05-28 03:00:00,384306110464
2021-05-28 03:04:00,377167544320
2021-05-28 03:08:00,388207620096
2021-05-28 03:12:00,398756491264
2021-05-28 03:16:00,368990298112
2021-05-28 03:20:00,373214662656
2021-05-28 03:24:00,375203426304
2021-05-28 03:28:00,375900540928
2021-05-28 03:32:00,388630331392
2021-05-28 03:36:00,397591044096
2021-05-28 03:40:00,370176524288
2021-05-28 03:44:00,382399692800
2021-05-28 03:48:00,379566202880
2021-05-28 03:52:00,392214970368
2021-05-28 03:56:00,375800258560
2021-05-28 04:00:00,370575917056
2021-05-28 04:04:00,383658258432
2021-05-28 04:08:00,369108865024
2021-05-28 04:12:00,383423963136
2021-05-28 04:16:00,386388017152
2021-05-28 04:20:00,374939426816
2021-05-28 04:24:00,389445636096
2021-05-28 04:28:00,378976215040
2021-05-28 04:32:00,377965568000
2021-05-28 04:36:00,381399277568
2021-05-28 04:40:00,384592265216
2021-05-28 04:44:00,373676572672
2021-05-28 04:48:00,375896711168
2021-05-28 04:52:00,380678389760
2021-05-28 04:56:00,395184246784
2021-05-28 05:00:00,360298205184
2021-05-28 05:04:00,370576412672
2021-05-28 05:08:00,385224945664
2021-05-28 05:12:00,375973855232
2021-05-28 05:16:00,386631225344
2021-05-28 05:20:00,392980418560
2021-05-28 05:24:00,404311261184
2021-05-28 05:28:00,373126660096
2021-05-28 05:32:00,363614117888
2021-05-28 05:36:00,375896240128
2021-05-28 05:40:00,388789833728
2021-05-28 05:44:00,378948554752
2021-05-28 05:48:00,383715028992
2021-05-28 05:52:00,368160260096
2021-05-28 05:56:00,380527108096
2021-05-28 06:00:00,391744077824
2021-05-28 06:04:00,380021731328
2021-05-28 06:08:00,392819605504
2021-05-28 06:12:00,377223245824
2021-05-28 06:16:00,382180454400
2021-05-28 06:20:00,382189768704
2021-05-28 06:24:00,362131054592
2021-05-28 06:28:00,374586396672
2021-05-28 06:32:00,386907242496
2021-05-28 06:36:00,377347670016
2021-05-28 06:40:00,382567546880
2021-05-28 06:44:00,375311065088
2021-05-28 06:48:00,386856062976
2021-05-28 06:52:00,399554887680
2021-05-28 06:56:00,378816679936
2021-05-28 07:00:00,382208212992
2021-05-28 07:04:00,376655622144
2021-05-28 07:08:00,373614084096
2021-05-28 07:12:00,373414473728
2021-05-28 07:16:00,366876839936
2021-05-28 07:20:00,374855262208
2021-05-28 07:24:00,387042570240
2021-05-28 07:28:00,391650185216
2021-05-28 07:32:00,409348202496
2021-05-28 07:36:00,400131407872
2021-05-28 07:40:00,371690848256
2021-05-28 07:44:00,366117666816
2021-05-28 07:48:00,369638248448
2021-05-28 07:52:00,373719400448
2021-05-28 07:56:00,380737433600
2021-05-28 08:00:00,385065775104
2021-05-28 08:04:00,380747051008
2021-05-28 08:08:00,393692418048
2021-05-28 08:12:00,382173691904
2021-05-28 08:16:00,394639237120
2021-05-28 08:20:00,395238490112
2021-05-28 08:24:00,370934038528
2021-05-28 08:28:00,374345977856
2021-05-28 08:32:00,363121397760
2021-05-28 08:36:00,374522785792
2021-05-28 08:40:00,378361028608
2021-05-28 08:44:00,378538967040
2021-05-28 08:48:00,383255445504
2021-05-28 08:52:00,388117639168
2021-05-28 08:56:00,388663787520
2021-05-28 09:00:00,395975577600
2021-05-28 09:04:00,391939358720
2021-05-28 09:08:00,364773289984
2021-05-28 09:12:00,369809088512
2021-05-28 09:16:00,374349549568
2021-05-28 09:20:00,379560849408
2021-05-28 09:24:00,363856297984
2021-05-28 09:28:00,373536223232
2021-05-28 09:32:00,385542512640
2021-05-28 09:36:00,391850061824
2021-05-28 09:40:00,400987422720
2021-05-28 09:44:00,399366676480
2021-05-28 09:48:00,394649657344
2021-05-28 09:52:00,361716674560
2021-05-28 09:56:00,366331936768
2021-05-28 10:00:00,363836022784
2021-05-28 10:04:00,368454582272
2021-05-28 10:08:00,381379424256
2021-05-28 10:12:00,394958557184
2021-05-28 10:16:00,388505055232
2021-05-28 10:20:00,393022140416
2021-05-28 10:24:00,389169496064
2021-05-28 10:28:00,377799000064
2021-05-28 10:32:00,391440531456
2021-05-28 10:36:00,366713118720
2021-05-28 10:40:00,379774791680
2021-05-28 10:44:00,368548687872
2021-05-28 10:48:00,372912869376
2021-05-28 10:52:00,385500319744
2021-05-28 10:56:00,376291516416
2021-05-28 11:00:00,391229997056
2021-05-28 11:04:00,395834572800
2021-05-28 11:08:00,372490997760
2021-05-28 11:12:00,377008427008
2021-05-28 11:16:00,386922135552
2021-05-28 11:20:00,370022055936
2021-05-28 11:24:00,377091203072
2021-05-28 11:28:00,372721315840
2021-05-28 11:32:00,376671088640
2021-05-28 11:36:00,376691339264
2021-05-28 11:40:00,382456647680
2021-05-28 11:44:00,387590819840
2021-05-28 11:48:00,385158852608
2021-05-28 11:52:00,382950453248
2021-05-28 11:56:00,394949267456
2021-05-28 12:00:00,378151735296
2021-05-28 12:04:00,362813739008
2021-05-28 12:08:00,365898973184
2021-05-28 12:12:00,369567940608
2021-05-28 12:16:00,382196768768
2021-05-28 12:20:00,389525839872
2021-05-28 12:24:00,398667591680
2021-05-28 12:28:00,369946947584
2021-05-28 12:32:00,366320930816
2021-05-28 12:36:00,377330417664
2021-05-28 12:40:00,388363399168
2021-05-28 12:44:00,397005053952
2021-05-28 12:48:00,374929350656
2021-05-28 12:52:00,378670379008
2021-05-28 12:56:00,376128114688
2021-05-28 13:00:00,387469647872
2021-05-28 13:04:00,387375423488
2021-05-28 13:08:00,367498567680
2021-05-28 13:12:00,373041418240
2021-05-28 13:16:00,386353897472
2021-05-28 13:20:00,386059124736
2021-05-28 13:24:00,381534466048
2021-05-28 13:28:00,385749524480
2021-05-28 13:32:00,376175054848
2021-05-28 13:36:00,382740561920
2021-05-28 13:40:00,379235422208
2021-05-28 13:44:00,365775138816
2021-05-28 13:48:00,330454470656
2021-05-28 13:52:00,324849164288
2021-05-28 13:56:00,329077645312
2021-05-28 14:00:00,335382880256
2021-05-28 14:04:00,341225140224
2021-05-28 14:08:00,346235449344
2021-05-28 14:12:00,336689545216
2021-05-28 14:16:00,320790216704
2021-05-28 14:20:00,325118246912
2021-05-28 14:24:00,334882107392
2021-05-28 14:28:00,335740772352
2021-05-28 14:32:00,332213215232
2021-05-28 14:36:00,329600491520
2021-05-28 14:40:00,329045581824
2021-05-28 14:44:00,330786394112
2021-05-28 14:48:00,298506285056
2021-05-28 14:52:00,305740857344
2021-05-28 14:56:00,304269402112
2021-05-28 15:00:00,296683134976
2021-05-28 15:04:00,307622461440
2021-05-28 15:08:00,299785830400
2021-05-28 15:12:00,288526102528
2021-05-28 15:16:00,283828989952
2021-05-28 15:20:00,288710541312
2021-05-28 15:24:00,301216546816
2021-05-28 15:28:00,308730146816
2021-05-28 15:32:00,294176272384
2021-05-28 15:36:00,304626610176
2021-05-28 15:40:00,310642745344
2021-05-28 15:44:00,303371153408
2021-05-28 15:48:00,310876155904
2021-05-28 15:52:00,281338454016
2021-05-28 15:56:00,292285472768
2021-05-28 16:00:00,282161549312
2021-05-28 16:04:00,293940719616
2021-05-28 16:08:00,300450045952
2021-05-28 16:12:00,299351261184
2021-05-28 16:16:00,312934080512
2021-05-28 16:20:00,318953545728
2021-05-28 16:24:00,311412482048
2021-05-28 16:28:00,287495720960
2021-05-28 16:32:00,273920970752
2021-05-28 16:36:00,283292884992
2021-05-28 16:40:00,288176091136
2021-05-28 16:44:00,304099348480
2021-05-28 16:48:00,308147957760
2021-05-28 16:52:00,294935687168
2021-05-28 16:56:00,296828674048
2021-05-28 17:00:00,301940232192
2021-05-28 17:04:00,310436261888
2021-05-28 17:08:00,321658589184
2021-05-28 17:12:00,283045101568
2021-05-28 17:16:00,280690135040
2021-05-28 17:20:00,285891031040
2021-05-28 17:24:00,289111306240
2021-05-28 17:28:00,290497744896
2021-05-28 17:32:00,290402226176
2021-05-28 17:36:00,304346673152
2021-05-28 17:40:00,313099448320
2021-05-28 17:44:00,305035694080
2021-05-28 17:48:00,316184600576
2021-05-28 17:52:00,297011294208
2021-05-28 17:56:00,287020138496
2021-05-28 18:00:00,285257019392
2021-05-28 18:04:00,288693350400
2021-05-28 18:08:00,299596697600
2021-05-28 18:12:00,283771305984
2021-05-28 18:16:00,297899585536
2021-05-28 18:20:00,295918981120
2021-05-28 18:24:00,309853671424
2021-05-28 18:28:00,321996476416
2021-05-28 18:32:00,314308489216
2021-05-28 18:36:00,296286167040
2021-05-28 18:40:00,275932647424
2021-05-28 18:44:00,281561083904
2021-05-28 18:48:00,292319985664
2021-05-28 18:52:00,298082439168
2021-05-28 18:56:00,298158231552
2021-05-28 19:00:00,309797019648
2021-05-28 19:04:00,302401740800
2021-05-28 19:08:00,303880081408
2021-05-28 19:12:00,294463311872
2021-05-28 19:16:00,293429321728
2021-05-28 19:20:00,305497059328
2021-05-28 19:24:00,289787965440
2021-05-28 19:28:00,286562906112
2021-05-28 19:32:00,292871831552
2021-05-28 19:36:00,287213674496
2021-05-28 19:40:00,289933885440
2021-05-28 19:44:00,298565844992
2021-05-28 19:48:00,314419507200
2021-05-28 19:52:00,300301000704
2021-05-28 19:56:00,287204859904
2021-05-28 20:00:00,298056630272
2021-05-28 20:04:00,302234316800
2021-05-28 20:08:00,293597941760
2021-05-28 20:12:00,289452974080
2021-05-28 20:16:00,287910739968
2021-05-28 20:20:00,286086205440
2021-05-28 20:24:00,292067680256
2021-05-28 20:28:00,305649430528
2021-05-28 20:32:00,309396443136
2021-05-28 20:36:00,298585108480
2021-05-28 20:40:00,305073074176
2021-05-28 20:44:00,312451637248
2021-05-28 20:48:00,291293523968
2021-05-28 20:52:00,282064781312
2021-05-28 20:56:00,284658921472
2021-05-28 21:00:00,290833145856
2021-05-28 21:04:00,305461424128
2021-05-28 21:08:00,304439361536
2021-05-28 21:12:00,314914074624
2021-05-28 21:16:00,296211640320
2021-05-28 21:20:00,291112222720
2021-05-28 21:24:00,301712027648
2021-05-28 21:28:00,299990429696
2021-05-28 21:32:00,309471379456
2021-05-28 21:36:00,299422650368
2021-05-28 21:40:00,284857556992
2021-05-28 21:44:00,288873164800
2021-05-28 21:48:00,294700949504
2021-05-28 21:52:00,296679735296
2021-05-28 21:56:00,294407294976
2021-05-28 22:00:00,295747403776
2021-05-28 22:04:00,285979439104
2021-05-28 22:08:00,290063163392
2021-05-28 22:12:00,301511512064
2021-05-28 22:16:00,311291838464
2021-05-28 22:20:00,298449133568
2021-05-28 22:24:00,294545301504
2021-05-28 22:28:00,298583945216
2021-05-28 22:32:00,290324267008
2021-05-28 22:36:00,287202766848
2021-05-28 22:40:00,285091844096
2021-05-28 22:44:00,288765198336
2021-05-28 22:48:00,302730530816
2021-05-28 22:52:00,308701937664
2021-05-28 22:56:00,320987254784
2021-05-28 23:00:00,294844153856
2021-05-28 23:04:00,278370656256
2021-05-28 23:08:00,291112341504
2021-05-28 23:12:00,296227516416
2021-05-28 23:16:00,286199599104
2021-05-28 23:20:00,297182597120
2021-05-28 23:24:00,284177977344
2021-05-28 23:28:00,294949871616
2021-05-28 23:32:00,289624104960
2021-05-28 23:36:00,295804321792
2021-05-28 23:40:00,311513866240
2021-05-28 23:44:00,325169225728
2021-05-28 23:48:00,278778179584
2021-05-28 23:52:00,277487599616
2021-05-28 23:56:00,271989538816
2021-05-29 00:00:00,265716158464
2021-05-29 00:04:00,263356399616
2021-05-29 00:08:00,271454670848
2021-05-29 00:12:00,277289402368
2021-05-29 00:16:00,268157603840
2021-05-29 00:20:00,277294280704
2021-05-29 00:24:00,287393861632
2021-05-29 00:28:00,286790803456
2021-05-29 00:32:00,271571447808
2021-05-29 00:36:00,278058020864
2021-05-29 00:40:00,261938683904
2021-05-29 00:44:00,260537843712
2021-05-29 00:48:00,265954070528
2021-05-29 00:52:00,263149449216
2021-05-29 00:56:00,268773810176
2021-05-29 01:00:00,281151643648
2021-05-29 01:04:00,293201530880
2021-05-29 01:08:00,284450873344
2021-05-29 01:12:00,278100500480
2021-05-29 01:16:00,270141579264
2021-05-29 01:20:00,255236898816
2021-05-29 01:24:00,267858841600
2021-05-29 01:28:00,264206299136
2021-05-29 01:32:00,269588606976
2021-05-29 01:36:00,271067955200
2021-05-29 01:40:00,274576740352
2021-05-29 01:44:00,279233167360
2021-05-29 01:48:00,281884561408
2021-05-29 01:52:00,282844934144
2021-05-29 01:56:00,293610930176
2021-05-29 02:00:00,267338149888
2021-05-29 02:04:00,251182665728
2021-05-29 02:08:00,262105153536
2021-05-29 02:12:00,267716632576
2021-05-29 02:16:00,263991541760
2021-05-29 02:20:00,276568350720
2021-05-29 02:24:00,274649726976
2021-05-29 02:28:00,277906563072
2021-05-29 02:32:00,284039651328
2021-05-29 02:36:00,289860497408
2021-05-29 02:40:00,296974856192
2021-05-29 02:44:00,259506085888
2021-05-29 02:48:00,269114327040
2021-05-29 02:52:00,251468689408
2021-05-29 02:56:00,256463699968
2021-05-29 03:00:00,261494796288
2021-05-29 03:04:00,265946501120
2021-05-29 03:08:00,277328855040
2021-05-29 03:12:00,292836835328
2021-05-29 03:16:00,301330010112
2021-05-29 03:20:00,288471187456
2021-05-29 03:24:00,244041396224
2021-05-29 03:28:00,254184083456
2021-05-29 03:32:00,263976521728
2021-05-29 03:36:00,262542503936
2021-05-29 03:40:00,267858456576
2021-05-29 03:44:00,262505041920
2021-05-29 03:48:00,273453629440
2021-05-29 03:52:00,286902837248
2021-05-29 03:56:00,276533678080
2021-05-29 04:00:00,281897406464
2021-05-29 04:04:00,293146882048
2021-05-29 04:08:00,256724602880
2021-05-29 04:12:00,258560897024
2021-05-29 04:16:00,255078948864
2021-05-29 04:20:00,260712927232
2021-05-29 04:24:00,271999107072
2021-05-29 04:28:00,267071864832
2021-05-29 04:32:00,274585849856
2021-05-29 04:36:00,269162688512
2021-05-29 04:40:00,282526126080
2021-05-29 04:44:00,286068670464
2021-05-29 04:48:00,275928068096
2021-05-29 04:52:00,254683779072
2021-05-29 04:56:00,266187563008
2021-05-29 05:00:00,272384110592
2021-05-29 05:04:00,255290597376
2021-05-29 05:08:00,251472760832
2021-05-29 05:12:00,262759911424
2021-05-29 05:16:00,274207399936
2021-05-29 05:20:00,281298440192
2021-05-29 05:24:00,289744220160
2021-05-29 05:28:00,268154187776
2021-05-29 05:32:00,272367554560
2021-05-29 05:36:00,249537220608
2021-05-29 05:40:00,254488174592
2021-05-29 05:44:00,267966468096
2021-05-29 05:48:00,264017907712
2021-05-29 05:52:00,267873869824
2021-05-29 05:56:00,270301405184
2021-05-29 06:00:00,277534363648
2021-05-29 06:04:00,282211405824
2021-05-29 06:08:00,278272864256
2021-05-29 06:12:00,265838882816
2021-05-29 06:16:00,277295120384
2021-05-29 06:20:00,254818295808
2021-05-29 06:24:00,253556432896
2021-05-29 06:28:00,256802574336
2021-05-29 06:32:00,262199271424
2021-05-29 06:36:00,274307129344
2021-05-29 06:40:00,276781436928
2021-05-29 06:44:00,276165066752
2021-05-29 06:48:00,279405539328
2021-05-29 06:52:00,260692672512
2021-05-29 06:56:00,273280782336
2021-05-29 07:00:00,276045643776
2021-05-29 07:04:00,254625665024
2021-05-29 07:08:00,269023182848
2021-05-29 07:12:00,263537868800
2021-05-29 07:16:00,260688965632
2021-05-29 07:20:00,266024148992
2021-05-29 07:24:00,270490542080
2021-05-29 07:28:00,284873613312
2021-05-29 07:32:00,284889141248
2021-05-29 07:36:00,269421514752
2021-05-29 07:40:00,271580487680
2021-05-29 07:44:00,275096690688
2021-05-29 07:48:00,252387311616
2021-05-29 07:52:00,260036845568
2021-05-29 07:56:00,256089600000
2021-05-29 08:00:00,268759138304
2021-05-29 08:04:00,268813500416
2021-05-29 08:08:00,278157885440
2021-05-29 08:12:00,283622113280
2021-05-29 08:16:00,263037100032
2021-05-29 08:20:00,265150189568
2021-05-29 08:24:00,275520536576
2021-05-29 08:28:00,282391314432
2021-05-29 08:32:00,253543817216
2021-05-29 08:36:00,250634731520
2021-05-29 08:40:00,261772029952
2021-05-29 08:44:00,273372487680
2021-05-29 08:48:00,279947939840
2021-05-29 08:52:00,276663607296
2021-05-29 08:56:00,244212719616
2021-05-29 09:00:00,254886535168
2021-05-29 09:04:00,269177487360
2021-05-29 09:08:00,265251278848
2021-05-29 09:12:00,277410476032
2021-05-29 09:16:00,254031138816
2021-05-29 09:20:00,265106968576
2021-05-29 09:24:00,265750679552
2021-05-29 09:28:00,253537214464
2021-05-29 09:32:00,265638367232
2021-05-29 09:36:00,280064540672
2021-05-29 09:40:00,264145444864
2021-05-29 09:44:00,269903503360
2021-05-29 09:48:00,261561630720
2021-05-29 09:52:00,273040891904
2021-05-29 09:56:00,285578465280
2021-05-29 10:00:00,250690871296
2021-05-29 10:04:00,254902255616
2021-05-29 10:08:00,261933469696
2021-05-29 10:12:00,273610354688
2021-05-29 10:16:00,277403447296
2021-05-29 10:20:00,252170153984
2021-05-29 10:24:00,261108506624
2021-05-29 10:28:00,266130886656
2021-05-29 10:32:00,269667766272
2021-05-29 10:36:00,284364984320
2021-05-29 10:40:00,262963748864
2021-05-29 10:44:00,248469159936
2021-05-29 10:48:00,259989102592
2021-05-29 10:52:00,268336205824
2021-05-29 10:56:00,280573874176
2021-05-29 11:00:00,279260790784
2021-05-29 11:04:00,246778724352
2021-05-29 11:08:00,256680452096
2021-05-29 11:12:00,262196441088
2021-05-29 11:16:00,267233894400
2021-05-29 11:20:00,273949106176
2021-05-29 11:24:00,278007861248
2021-05-29 11:28:00,266256351232
2021-05-29 11:32:00,261744603136
2021-05-29 11:36:00,257163907072
2021-05-29 11:40:00,261135712256
2021-05-29 11:44:00,249544527872
2021-05-29 11:48:00,262994636800
2021-05-29 11:52:00,263821684736
2021-05-29 11:56:00,265216372736
2021-05-29 12:00:00,270010884096
2021-05-29 12:04:00,275177738240
2021-05-29 12:08:00,287001600000
2021-05-29 12:12:00,250286198784
2021-05-29 12:16:00,263900512256
2021-05-29 12:20:00,269832708096
2021-05-29 12:24:00,257871417344
2021-05-29 12:28:00,253740990464
2021-05-29 12:32:00,259257720832
2021-05-29 12:36:00,270394220544
2021-05-29 12:40:00,280405794816
2021-05-29 12:44:00,279895908352
2021-05-29 12:48:00,265677893632
2021-05-29 12:52:00,269476012032
2021-05-29 12:56:00,257867239424
2021-05-29 13:00:00,269256237056
2021-05-29 13:04:00,275744104448
2021-05-29 13:08:00,256789061632
2021-05-29 13:12:00,254928375808
2021-05-29 13:16:00,254322835456
2021-05-29 13:20:00,267397636096
2021-05-29 13:24:00,265547513856
2021-05-29 13:28:00,276376301568
2021-05-29 13:32:00,275074752512
2021-05-29 13:36:00,287552057344
2021-05-29 13:40:00,289264402432
2021-05-29 13:44:00,264330612736
2021-05-29 13:48:00,250000138240
2021-05-29 13:52:00,246996307968
2021-05-29 13:56:00,258405343232
2021-05-29 14:00:00,263872921600
2021-05-29 14:04:00,257234694144
2021-05-29 14:08:00,267914035200
2021-05-29 14:12:00,267129421824
2021-05-29 14:16:00,280528445440
2021-05-29 14:20:00,275900391424
2021-05-29 14:24:00,282017079296
2021-05-29 14:28:00,270152642560
2021-05-29 14:32:00,248498077696
2021-05-29 14:36:00,245173903360
2021-05-29 14:40:00,256501915648
2021-05-29 14:44:00,261401493504
2021-05-29 14:48:00,273271222272
2021-05-29 14:52:00,284257202176
2021-05-29 14:56:00,257972654080
2021-05-29 15:00:00,268864258048
2021-05-29 15:04:00,280528945152
2021-05-29 15:08:00,288014327808
2021-05-29 15:12:00,252933365760
2021-05-29 15:16:00,251635503104
2021-05-29 15:20:00,263150129152
2021-05-29 15:24:00,262943449088
2021-05-29 15:28:00,257668526080
2021-05-29 15:32:00,263363424256
2021-05-29 15:36:00,260224978944
2021-05-29 15:40:00,275280658432
2021-05-29 15:44:00,288808857600
2021-05-29 15:48:00,274366128128
2021-05-29 15:52:00,270410321920
2021-05-29 15:56:00,249971089408
2021-05-29 16:00:00,244134293504
2021-05-29 16:04:00,258636664832
2021-05-29 16:08:00,256483172352
2021-05-29 16:12:00,268138659840
2021-05-29 16:16:00,261869043712
2021-05-29 16:20:00,266411446272
2021-05-29 16:24:00,273002868736
2021-05-29 16:28:00,278548238336
2021-05-29 16:32:00,282768818176
2021-05-29 16:36:00,280413675520
2021-05-29 16:40:00,241260462080
2021-05-29 16:44:00,244488802304
2021-05-29 16:48:00,255337562112
2021-05-29 16:52:00,259755188224
2021-05-29 16:56:00,273248522240

